fechaCreacion;Ciudad 1era instancia;Juzgado de origen;Autoridad de conocimiento;Tipo o tema del proceso;Instancia actual del proceso
14/06/2023 15:54;Bogotá - Bogotá;43;1;1;1
12/05/2022 8:10;Bogotá - Bogotá;33;1;1;1
1/02/2020 18:30;Bogotá - Bogotá;23;2;1;2
10/08/2021 20:48;Bogotá - Bogotá;22;1;1;1
4/04/2023 8:18;Bogotá - Bogotá;25;1;1;1
9/02/2020 17:33;Bogotá - Bogotá;26;2;1;2
30/12/2019 9:55;Bogotá - Bogotá;3;2;1;2
26/05/2021 8:20;Bogotá - Bogotá;1;2;1;2
13/06/2023 7:24;Bogotá - Bogotá;17;1;1;1
23/05/2022 5:49;Bogotá - Bogotá;10;2;1;2
3/12/2019 8:18;Bogotá - Bogotá;28;2;1;2
4/05/2023 8:22;Bogotá - Bogotá;21;1;1;1
1/06/2021 13:57;Bogotá - Bogotá;29;1;1;1
5/09/2023 15:02;Bogotá - Bogotá;32;1;5;1
5/10/2022 8:10;Bogotá - Bogotá;30;1;1;1
2/05/2021 20:59;Bogotá - Bogotá;38;2;1;2
5/10/2020 14:58;Bogotá - Bogotá;21;2;1;2
6/04/2020 18:15;Bogotá - Bogotá;31;2;1;2
28/02/2023 13:01;Bogotá - Bogotá;15;1;1;1
13/01/2021 12:38;Bogotá - Bogotá;1;2;1;2
29/03/2022 11:15;Bogotá - Bogotá;34;2;1;2
17/02/2022 19:48;Bogotá - Bogotá;5;2;1;2
3/02/2022 7:45;Bogotá - Bogotá;17;2;1;2
7/09/2023 17:06;Bogotá - Bogotá;28;1;1;1
1/10/2020 8:55;Bogotá - Bogotá;11;2;1;2
21/04/2021 16:37;Bogotá - Bogotá;34;1;1;1
5/11/2020 18:11;Bogotá - Bogotá;40;1;1;2
6/04/2020 18:17;Bogotá - Bogotá;37;2;1;2
30/06/2021 16:57;Bogotá - Bogotá;13;1;1;1
28/10/2022 7:33;Bogotá - Bogotá;22;1;1;1
31/01/2024 7:31;Bogotá - Bogotá;45;1;5;1
7/03/2023 9:33;Bogotá - Bogotá;37;1;1;1
1/03/2023 18:47;Bogotá - Bogotá;32;1;1;1
4/03/2020 10:38;Bogotá - Bogotá;17;2;1;2
3/12/2019 8:18;Bogotá - Bogotá;26;2;1;2
16/12/2019 14:42;Bogotá - Bogotá;35;2;1;2
6/07/2021 13:57;Bogotá - Bogotá;33;2;1;2
17/10/2019 16:15;Bogotá - Bogotá;12;2;1;2
7/09/2023 6:56;Bogotá - Bogotá;3;1;1;1
8/09/2021 18:37;Bogotá - Bogotá;26;2;1;2
24/03/2021 18:01;Bogotá - Bogotá;2;1;1;1
18/11/2019 9:54;Bogotá - Bogotá;22;2;1;2
26/10/2022 10:43;Bogotá - Bogotá;10;1;1;1
5/12/2019 19:06;Bogotá - Bogotá;21;2;1;2
1/03/2020 17:58;Bogotá - Bogotá;36;2;1;2
4/03/2021 8:16;Bogotá - Bogotá;21;2;1;2
1/03/2022 15:59;Bogotá - Bogotá;29;2;1;2
3/12/2019 9:29;Bogotá - Bogotá;5;2;1;2
12/01/2022 11:27;Bogotá - Bogotá;15;2;1;2
30/09/2022 5:19;Bogotá - Bogotá;18;1;1;1
14/09/2023 16:07;Bogotá - Bogotá;44;1;1;1
21/01/2021 16:56;Bogotá - Bogotá;9;2;1;2
25/08/2022 7:38;Bogotá - Bogotá;32;1;1;1
6/07/2022 11:09;Bogotá - Bogotá;21;2;1;2
11/02/2021 20:52;Bogotá - Bogotá;2;1;1;1
18/08/2021 14:59;Bogotá - Bogotá;36;1;1;1
12/10/2023 13:46;Bogotá - Bogotá;13;1;1;1
8/12/2021 15:23;Bogotá - Bogotá;38;2;1;2
7/06/2023 14:26;Bogotá - Bogotá;43;1;1;1
7/04/2021 11:08;Bogotá - Bogotá;5;2;1;2
10/11/2021 12:09;Bogotá - Bogotá;15;1;1;1
3/02/2021 19:41;Bogotá - Bogotá;20;1;1;1
20/01/2022 9:40;Bogotá - Bogotá;34;1;1;1
27/12/2019 10:49;Bogotá - Bogotá;39;2;1;2
28/11/2019 16:39;Bogotá - Bogotá;32;2;1;2
6/07/2021 13:56;Bogotá - Bogotá;16;2;1;2
30/12/2019 10:16;Bogotá - Bogotá;28;2;1;2
24/03/2022 9:43;Bogotá - Bogotá;10;1;1;1
11/08/2022 7:36;Bogotá - Bogotá;27;1;1;1
29/11/2022 8:14;Bogotá - Bogotá;27;1;1;1
30/03/2022 8:04;Bogotá - Bogotá;24;1;1;1
5/12/2019 14:28;Bogotá - Bogotá;11;2;1;2
13/04/2020 11:07;Bogotá - Bogotá;10;2;1;2
13/12/2023 8:19;Bogotá - Bogotá;22;1;1;1
22/06/2023 14:19;Bogotá - Bogotá;18;1;1;1
1/03/2020 18:46;Bogotá - Bogotá;28;2;1;2
5/04/2020 16:57;Bogotá - Bogotá;15;2;1;2
1/07/2022 10:31;Bogotá - Bogotá;27;1;1;1
29/10/2019 16:42;Bogotá - Bogotá;33;2;1;2
27/09/2021 19:36;Bogotá - Bogotá;31;2;1;2
16/08/2023 14:26;Bogotá - Bogotá;45;1;1;1
23/06/2022 14:14;Bogotá - Bogotá;4;1;1;2
29/05/2022 9:46;Bogotá - Bogotá;15;2;1;2
31/07/2021 21:59;Bogotá - Bogotá;24;2;1;2
23/05/2023 15:48;Bogotá - Bogotá;42;1;1;1
27/12/2019 11:09;Bogotá - Bogotá;41;2;1;2
30/10/2020 15:01;Bogotá - Bogotá;7;2;1;2
19/05/2022 17:54;Bogotá - Bogotá;12;1;1;1
10/05/2021 16:40;Bogotá - Bogotá;3;2;1;2
5/12/2019 12:34;Bogotá - Bogotá;36;2;1;2
30/11/2021 17:52;Bogotá - Bogotá;26;2;1;2
14/12/2021 10:22;Bogotá - Bogotá;22;1;1;1
17/06/2021 15:45;Bogotá - Bogotá;15;2;1;2
30/12/2019 11:00;Bogotá - Bogotá;14;2;1;2
15/02/2022 7:52;Bogotá - Bogotá;38;2;1;2
4/11/2019 17:17;Bogotá - Bogotá;24;2;1;2
5/12/2019 13:29;Bogotá - Bogotá;2;2;1;2
10/09/2020 15:06;Bogotá - Bogotá;31;2;1;2
19/01/2021 12:35;Bogotá - Bogotá;1;2;1;2
30/08/2023 16:33;Bogotá - Bogotá;17;1;1;1
21/10/2019 16:37;Bogotá - Bogotá;3;2;1;2
29/10/2019 15:22;Bogotá - Bogotá;41;2;1;2
27/01/2021 14:03;Bogotá - Bogotá;2;1;1;1
14/07/2021 12:47;Bogotá - Bogotá;39;2;1;2
5/12/2019 11:28;Bogotá - Bogotá;22;2;1;2
15/04/2021 10:44;Bogotá - Bogotá;7;1;1;1
5/04/2020 18:02;Bogotá - Bogotá;4;2;1;2
26/09/2022 7:56;Bogotá - Bogotá;34;1;1;1
9/06/2021 15:53;Bogotá - Bogotá;30;2;1;2
17/11/2021 12:18;Bogotá - Bogotá;9;2;1;2
11/08/2020 18:36;Bogotá - Bogotá;35;2;1;2
4/11/2020 12:58;Bogotá - Bogotá;15;2;1;2
26/09/2022 7:43;Bogotá - Bogotá;4;1;1;1
31/05/2023 16:42;Bogotá - Bogotá;18;1;5;1
29/05/2022 10:03;Bogotá - Bogotá;35;2;1;2
27/07/2023 10:10;Bogotá - Bogotá;6;1;1;1
17/10/2019 15:53;Bogotá - Bogotá;5;2;1;2
30/12/2019 11:31;Bogotá - Bogotá;37;2;1;2
13/10/2023 8:46;Bogotá - Bogotá;6;1;1;1
17/10/2019 14:41;Bogotá - Bogotá;27;2;1;2
24/02/2022 9:20;Bogotá - Bogotá;21;2;1;2
24/01/2023 9:28;Bogotá - Bogotá;19;1;1;1
5/04/2020 17:37;Bogotá - Bogotá;21;2;1;2
25/08/2021 8:27;Bogotá - Bogotá;18;2;1;2
3/12/2019 9:10;Bogotá - Bogotá;17;2;1;2
6/04/2020 19:25;Bogotá - Bogotá;21;2;1;2
23/11/2022 8:33;Bogotá - Bogotá;4;1;1;1
11/04/2022 8:42;Bogotá - Bogotá;1;1;1;1
14/03/2022 9:44;Bogotá - Bogotá;22;1;1;1
10/03/2021 10:21;Bogotá - Bogotá;35;2;1;2
30/12/2019 10:12;Bogotá - Bogotá;31;2;1;2
24/08/2021 8:47;Bogotá - Bogotá;23;2;1;2
29/10/2019 15:52;Bogotá - Bogotá;28;2;1;2
25/06/2021 13:21;Bogotá - Bogotá;37;2;1;2
30/12/2019 8:31;Bogotá - Bogotá;31;2;1;2
1/02/2020 19:26;Bogotá - Bogotá;26;2;1;2
1/02/2020 19:17;Bogotá - Bogotá;21;2;1;2
1/06/2023 15:54;Bogotá - Bogotá;46;1;1;1
12/10/2023 13:49;Bogotá - Bogotá;47;1;4;1
11/04/2022 7:48;Bogotá - Bogotá;28;1;1;2
12/09/2022 15:40;Bogotá - Bogotá;26;1;1;2
21/04/2021 16:39;Bogotá - Bogotá;26;2;1;2
3/12/2019 8:14;Bogotá - Bogotá;23;2;1;2
16/01/2023 11:10;Bogotá - Bogotá;3;1;1;1
16/02/2020 19:38;Bogotá - Bogotá;35;2;1;2
28/09/2020 15:24;Bogotá - Bogotá;17;2;1;2
29/11/2020 20:03;Bogotá - Bogotá;29;2;1;2
8/06/2023 18:27;Bogotá - Bogotá;42;1;5;1
9/02/2021 9:36;Bogotá - Bogotá;35;1;1;2
6/11/2019 10:39;Bogotá - Bogotá;4;2;1;2
17/10/2019 15:37;Bogotá - Bogotá;11;2;1;2
13/09/2021 15:03;Bogotá - Bogotá;23;2;1;2
1/07/2022 9:02;Bogotá - Bogotá;5;2;1;2
4/03/2021 8:00;Bogotá - Bogotá;19;1;1;1
18/01/2021 8:58;Bogotá - Bogotá;9;2;1;2
1/12/2022 7:29;Bogotá - Bogotá;18;1;1;1
1/06/2022 7:13;Bogotá - Bogotá;23;2;1;2
27/12/2019 9:53;Bogotá - Bogotá;27;2;1;2
17/10/2019 15:21;Bogotá - Bogotá;10;2;1;2
11/08/2021 14:12;Bogotá - Bogotá;24;2;1;2
13/07/2021 18:06;Bogotá - Bogotá;29;2;1;2
27/05/2021 15:20;Bogotá - Bogotá;23;2;1;2
11/07/2022 18:03;Bogotá - Bogotá;32;1;1;1
6/11/2020 16:28;Bogotá - Bogotá;23;2;1;2
16/12/2019 16:02;Bogotá - Bogotá;10;2;1;2
19/10/2019 20:07;Bogotá - Bogotá;35;2;1;2
9/02/2020 16:23;Bogotá - Bogotá;37;2;1;2
10/07/2022 18:23;Bogotá - Bogotá;5;2;1;2
30/12/2019 9:23;Bogotá - Bogotá;28;2;1;2
26/08/2021 15:19;Bogotá - Bogotá;3;2;1;2
10/03/2022 13:29;Bogotá - Bogotá;35;2;1;2
24/10/2019 17:50;Bogotá - Bogotá;10;2;1;2
25/04/2023 8:58;Bogotá - Bogotá;5;1;1;1
28/11/2022 7:55;Bogotá - Bogotá;23;1;1;2
11/12/2020 19:41;Bogotá - Bogotá;19;2;1;2
21/05/2021 8:21;Bogotá - Bogotá;4;2;1;2
21/04/2021 16:42;Bogotá - Bogotá;12;2;1;2
8/01/2020 16:07;Bogotá - Bogotá;39;2;1;2
4/03/2021 8:15;Bogotá - Bogotá;27;2;1;2
16/12/2019 16:19;Bogotá - Bogotá;15;2;1;2
3/06/2021 15:07;Bogotá - Bogotá;14;2;1;2
11/08/2022 7:38;Bogotá - Bogotá;26;1;1;1
19/12/2022 8:01;Bogotá - Bogotá;3;1;1;1
23/07/2021 9:08;Bogotá - Bogotá;19;1;1;1
13/07/2021 8:44;Bogotá - Bogotá;26;1;1;1
16/03/2023 7:41;Bogotá - Bogotá;40;1;1;1
16/02/2021 16:59;Bogotá - Bogotá;31;2;1;2
18/08/2021 14:57;Bogotá - Bogotá;20;2;1;2
22/12/2020 12:16;Bogotá - Bogotá;17;2;1;2
10/02/2022 15:15;Bogotá - Bogotá;1;1;1;1
18/11/2019 10:04;Bogotá - Bogotá;26;2;1;2
5/05/2021 16:29;Bogotá - Bogotá;7;2;1;2
14/03/2021 11:27;Bogotá - Bogotá;29;2;1;2
14/06/2022 7:31;Bogotá - Bogotá;36;1;1;1
27/04/2023 8:23;Bogotá - Bogotá;18;1;1;1
28/04/2022 10:29;Bogotá - Bogotá;19;1;1;1
21/02/2022 6:05;Bogotá - Bogotá;24;2;1;2
18/08/2023 13:24;Bogotá - Bogotá;41;1;1;1
7/12/2020 15:56;Bogotá - Bogotá;35;2;1;2
28/10/2022 7:36;Bogotá - Bogotá;36;1;1;1
6/10/2020 15:50;Bogotá - Bogotá;7;1;1;1
22/11/2022 7:33;Bogotá - Bogotá;36;1;1;1
6/10/2023 8:35;Bogotá - Bogotá;47;1;1;1
5/12/2022 17:17;Bogotá - Bogotá;32;1;1;1
22/09/2022 15:26;Bogotá - Bogotá;22;1;1;1
11/05/2023 8:24;Bogotá - Bogotá;38;1;1;1
20/12/2021 16:02;Bogotá - Bogotá;28;2;1;2
13/05/2022 15:24;Bogotá - Bogotá;5;2;1;2
21/06/2021 22:01;Bogotá - Bogotá;29;2;1;2
5/06/2023 10:21;Bogotá - Bogotá;27;1;1;1
13/04/2020 10:52;Bogotá - Bogotá;2;2;1;2
27/05/2021 7:10;Bogotá - Bogotá;1;2;1;2
23/02/2023 14:10;Bogotá - Bogotá;10;1;1;1
15/11/2022 17:52;Bogotá - Bogotá;7;1;1;1
26/10/2020 8:19;Bogotá - Bogotá;4;2;1;2
1/03/2020 17:47;Bogotá - Bogotá;3;2;1;2
16/12/2020 19:30;Bogotá - Bogotá;21;2;1;2
18/01/2021 8:56;Bogotá - Bogotá;39;2;1;2
15/02/2024 8:06;Bogotá - Bogotá;34;1;1;1
24/05/2022 16:58;Bogotá - Bogotá;23;1;1;2
9/05/2022 8:04;Bogotá - Bogotá;19;1;1;1
27/03/2023 9:55;Bogotá - Bogotá;5;1;1;1
4/09/2020 20:30;Bogotá - Bogotá;7;2;1;2
8/08/2022 18:12;Bogotá - Bogotá;28;1;1;1
13/02/2020 10:47;Bogotá - Bogotá;10;2;1;2
13/06/2022 8:22;Bogotá - Bogotá;40;1;1;1
29/05/2023 9:24;Bogotá - Bogotá;1;1;1;1
30/12/2019 11:45;Bogotá - Bogotá;37;2;1;2
10/12/2020 15:03;Bogotá - Bogotá;39;2;1;2
12/09/2022 15:45;Bogotá - Bogotá;40;1;1;1
8/08/2022 16:51;Bogotá - Bogotá;28;1;1;1
14/12/2021 9:20;Bogotá - Bogotá;29;2;1;2
25/05/2022 6:31;Bogotá - Bogotá;9;2;1;2
8/02/2024 9:06;Bogotá - Bogotá;40;1;1;1
2/08/2022 8:39;Bogotá - Bogotá;7;1;1;1
8/09/2021 18:33;Bogotá - Bogotá;30;1;1;1
20/10/2022 14:35;Bogotá - Bogotá;25;1;1;1
5/12/2019 11:24;Bogotá - Bogotá;35;2;1;2
23/05/2023 15:33;Bogotá - Bogotá;45;1;1;1
24/06/2021 14:06;Bogotá - Bogotá;16;2;1;2
23/12/2020 11:51;Bogotá - Bogotá;1;2;1;2
25/10/2023 15:01;Bogotá - Bogotá;28;1;4;1
13/04/2020 11:17;Bogotá - Bogotá;2;2;1;2
29/11/2020 20:04;Bogotá - Bogotá;26;2;1;2
21/06/2023 16:16;Bogotá - Bogotá;28;1;1;1
13/05/2022 15:01;Bogotá - Bogotá;26;1;1;1
16/02/2021 8:42;Bogotá - Bogotá;5;2;1;2
27/05/2021 15:21;Bogotá - Bogotá;4;1;1;1
30/12/2019 9:24;Bogotá - Bogotá;4;2;1;2
11/07/2023 14:15;Bogotá - Bogotá;43;1;1;1
6/04/2022 7:32;Bogotá - Bogotá;1;1;1;1
30/12/2019 10:05;Bogotá - Bogotá;21;1;1;1
30/09/2022 5:20;Bogotá - Bogotá;15;2;1;2
1/08/2022 7:10;Bogotá - Bogotá;28;1;1;1
30/09/2020 9:40;Bogotá - Bogotá;2;2;1;2
21/07/2021 14:33;Bogotá - Bogotá;39;1;1;1
18/08/2021 15:03;Bogotá - Bogotá;18;1;1;1
24/11/2023 11:17;Bogotá - Bogotá;22;1;1;1
6/10/2022 14:28;Bogotá - Bogotá;23;1;1;2
2/03/2021 7:36;Bogotá - Bogotá;15;2;1;2
28/06/2022 7:22;Bogotá - Bogotá;27;1;1;1
1/02/2020 19:03;Bogotá - Bogotá;27;2;1;2
25/05/2022 6:26;Bogotá - Bogotá;32;1;1;1
2/06/2022 8:28;Bogotá - Bogotá;23;2;1;2
11/07/2023 10:16;Bogotá - Bogotá;44;1;1;1
23/04/2021 15:15;Bogotá - Bogotá;4;1;1;1
28/01/2021 11:16;Bogotá - Bogotá;26;1;1;1
8/09/2021 18:28;Bogotá - Bogotá;38;2;1;2
12/01/2022 11:41;Bogotá - Bogotá;30;1;1;1
13/04/2020 11:01;Bogotá - Bogotá;41;2;1;1
18/01/2022 17:22;Bogotá - Bogotá;28;1;1;1
14/02/2021 12:48;Bogotá - Bogotá;37;1;1;1
29/09/2023 16:06;Bogotá - Bogotá;44;1;1;1
10/08/2022 11:55;Bogotá - Bogotá;22;1;1;1
30/12/2019 12:26;Bogotá - Bogotá;39;2;1;2
25/08/2022 7:34;Bogotá - Bogotá;28;1;1;1
20/04/2022 7:50;Bogotá - Bogotá;33;2;1;2
7/02/2022 7:56;Bogotá - Bogotá;41;1;1;1
23/12/2020 11:50;Bogotá - Bogotá;32;2;1;2
16/02/2023 11:39;Bogotá - Bogotá;8;1;1;1
30/12/2019 9:53;Bogotá - Bogotá;20;2;1;2
1/12/2022 7:26;Bogotá - Bogotá;18;1;1;1
17/08/2023 9:58;Bogotá - Bogotá;24;1;1;1
20/02/2024 13:21;Bogotá - Bogotá;27;1;4;1
7/10/2022 12:20;Bogotá - Bogotá;4;1;1;2
6/04/2020 18:08;Bogotá - Bogotá;17;1;1;1
22/06/2023 18:59;Bogotá - Bogotá;8;1;4;1
12/02/2024 17:31;Bogotá - Bogotá;8;1;4;1
13/04/2020 11:19;Bogotá - Bogotá;26;2;1;2
14/12/2021 11:34;Bogotá - Bogotá;35;2;1;2
3/12/2019 8:21;Bogotá - Bogotá;39;2;1;2
8/11/2022 12:17;Bogotá - Bogotá;1;1;1;1
16/02/2024 8:10;Bogotá - Bogotá;7;1;5;1
19/10/2019 19:13;Bogotá - Bogotá;5;2;1;2
2/03/2023 18:27;Bogotá - Bogotá;11;1;1;1
18/11/2019 9:58;Bogotá - Bogotá;33;2;1;2
9/02/2021 8:32;Bogotá - Bogotá;26;2;1;2
16/11/2021 9:38;Bogotá - Bogotá;32;2;1;2
16/12/2019 15:22;Bogotá - Bogotá;10;2;1;2
5/04/2020 16:42;Bogotá - Bogotá;1;2;1;2
20/06/2023 11:21;Bogotá - Bogotá;37;1;1;1
12/05/2022 8:14;Bogotá - Bogotá;36;2;1;2
2/11/2021 6:50;Bogotá - Bogotá;7;2;1;2
13/04/2020 11:02;Bogotá - Bogotá;16;2;1;2
4/08/2022 15:05;Bogotá - Bogotá;40;1;1;1
24/07/2023 16:06;Bogotá - Bogotá;4;1;4;1
11/05/2023 17:08;Bogotá - Bogotá;3;1;1;1
13/04/2020 10:59;Bogotá - Bogotá;39;2;1;2
24/05/2022 16:25;Bogotá - Bogotá;27;2;1;2
13/07/2021 18:08;Bogotá - Bogotá;23;2;1;2
25/05/2023 13:26;Bogotá - Bogotá;10;1;1;1
9/08/2023 7:52;Bogotá - Bogotá;35;1;1;1
17/02/2022 16:52;Bogotá - Bogotá;7;1;1;1
27/12/2019 11:06;Bogotá - Bogotá;1;2;1;2
19/01/2024 8:06;Bogotá - Bogotá;44;1;1;1
24/02/2020 10:21;Bogotá - Bogotá;4;2;1;2
6/04/2020 18:44;Bogotá - Bogotá;21;2;1;2
8/11/2021 8:38;Bogotá - Bogotá;37;2;1;2
19/04/2023 18:25;Bogotá - Bogotá;22;1;1;1
21/10/2022 7:06;Bogotá - Bogotá;3;1;1;1
17/10/2019 14:51;Bogotá - Bogotá;28;2;1;2
24/08/2022 5:25;Bogotá - Bogotá;8;1;1;1
17/07/2022 17:20;Bogotá - Bogotá;16;1;1;1
9/02/2020 16:14;Bogotá - Bogotá;1;2;1;2
20/08/2020 9:27;Bogotá - Bogotá;1;2;1;2
3/05/2023 9:15;Bogotá - Bogotá;13;1;1;1
7/09/2021 17:11;Bogotá - Bogotá;30;2;1;2
12/10/2023 10:08;Bogotá - Bogotá;34;1;1;1
6/04/2020 18:56;Bogotá - Bogotá;28;2;1;2
30/12/2019 15:17;Bogotá - Bogotá;10;2;1;2
10/11/2021 11:11;Bogotá - Bogotá;14;2;1;2
14/04/2021 12:52;Bogotá - Bogotá;15;2;1;2
3/11/2021 14:40;Bogotá - Bogotá;34;2;1;2
3/12/2019 8:51;Bogotá - Bogotá;29;2;1;2
29/03/2022 11:20;Bogotá - Bogotá;1;1;1;1
13/05/2022 15:21;Bogotá - Bogotá;5;2;1;2
1/08/2022 7:08;Bogotá - Bogotá;1;1;1;1
27/12/2019 11:05;Bogotá - Bogotá;8;2;1;2
24/05/2021 16:16;Bogotá - Bogotá;34;1;1;1
17/10/2019 15:07;Bogotá - Bogotá;5;2;1;2
15/07/2021 9:17;Bogotá - Bogotá;11;2;1;2
3/11/2020 15:25;Bogotá - Bogotá;35;2;1;2
6/12/2019 8:42;Bogotá - Bogotá;30;2;1;2
30/12/2019 10:51;Bogotá - Bogotá;20;2;1;2
8/06/2022 8:12;Bogotá - Bogotá;5;2;1;2
20/12/2021 7:56;Bogotá - Bogotá;9;1;1;1
19/09/2021 11:09;Bogotá - Bogotá;19;1;1;1
29/10/2019 16:18;Bogotá - Bogotá;9;2;1;2
15/11/2022 18:18;Bogotá - Bogotá;15;1;1;1
25/08/2022 7:39;Bogotá - Bogotá;41;1;1;1
13/04/2020 11:20;Bogotá - Bogotá;41;2;1;2
3/06/2021 7:44;Bogotá - Bogotá;26;2;1;2
24/01/2024 10:26;Bogotá - Bogotá;44;1;1;1
2/10/2020 16:19;Bogotá - Bogotá;21;2;1;2
5/04/2020 16:54;Bogotá - Bogotá;41;2;1;2
1/12/2021 16:31;Bogotá - Bogotá;12;2;1;2
22/11/2022 8:49;Bogotá - Bogotá;28;1;1;1
9/11/2021 11:34;Bogotá - Bogotá;7;1;1;1
28/01/2022 9:13;Bogotá - Bogotá;37;2;1;2
1/03/2023 19:49;Bogotá - Bogotá;1;1;1;1
1/03/2020 18:48;Bogotá - Bogotá;22;2;1;2
29/10/2019 12:36;Bogotá - Bogotá;29;2;1;2
7/09/2023 7:01;Bogotá - Bogotá;6;1;1;1
28/07/2021 8:13;Bogotá - Bogotá;22;2;1;2
19/10/2019 20:49;Bogotá - Bogotá;1;2;1;2
2/12/2019 18:24;Bogotá - Bogotá;41;2;1;2
16/12/2019 15:21;Bogotá - Bogotá;19;2;1;2
17/02/2022 16:55;Bogotá - Bogotá;7;1;1;1
1/02/2020 19:36;Bogotá - Bogotá;38;2;1;2
16/02/2021 9:44;Bogotá - Bogotá;1;2;1;2
22/08/2023 11:35;Bogotá - Bogotá;9;1;1;1
23/07/2020 14:46;Bogotá - Bogotá;4;2;1;2
21/12/2022 10:15;Bogotá - Bogotá;3;1;1;1
1/10/2020 11:47;Bogotá - Bogotá;19;2;1;2
19/10/2023 15:10;Bogotá - Bogotá;45;1;1;1
30/10/2019 10:05;Bogotá - Bogotá;22;2;1;2
5/10/2023 11:22;Bogotá - Bogotá;22;1;1;1
5/10/2021 20:24;Bogotá - Bogotá;33;2;1;2
27/06/2023 14:59;Bogotá - Bogotá;29;1;1;1
2/12/2019 19:23;Bogotá - Bogotá;5;2;1;2
19/10/2019 19:27;Bogotá - Bogotá;15;2;1;2
2/08/2023 15:07;Bogotá - Bogotá;31;1;3;1
23/03/2022 10:17;Bogotá - Bogotá;28;1;1;1
30/12/2019 9:15;Bogotá - Bogotá;38;2;1;2
9/11/2021 11:30;Bogotá - Bogotá;14;2;1;2
26/01/2022 17:16;Bogotá - Bogotá;37;2;1;2
11/04/2022 7:47;Bogotá - Bogotá;12;2;1;2
16/12/2019 15:46;Bogotá - Bogotá;5;2;1;2
16/12/2019 16:16;Bogotá - Bogotá;12;2;1;2
26/11/2019 22:15;Bogotá - Bogotá;15;2;1;2
14/03/2022 10:47;Bogotá - Bogotá;9;2;1;2
30/12/2019 9:42;Bogotá - Bogotá;22;2;1;2
20/02/2023 19:06;Bogotá - Bogotá;5;1;1;1
6/12/2019 8:47;Bogotá - Bogotá;15;2;1;2
6/07/2021 13:58;Bogotá - Bogotá;40;2;1;2
4/09/2020 20:29;Bogotá - Bogotá;1;2;1;2
29/10/2020 10:17;Bogotá - Bogotá;26;1;1;1
16/12/2019 15:44;Bogotá - Bogotá;29;2;1;2
29/10/2019 12:26;Bogotá - Bogotá;15;2;1;2
22/10/2021 14:32;Bogotá - Bogotá;29;2;1;2
16/12/2019 14:15;Bogotá - Bogotá;38;2;1;2
15/12/2021 14:30;Bogotá - Bogotá;5;2;1;2
4/03/2021 8:00;Bogotá - Bogotá;19;2;1;2
12/02/2024 17:42;Bogotá - Bogotá;2;1;1;1
2/12/2019 18:15;Bogotá - Bogotá;41;2;1;2
13/10/2022 7:49;Bogotá - Bogotá;38;1;1;1
2/02/2023 15:41;Bogotá - Bogotá;27;1;1;1
13/05/2022 14:24;Bogotá - Bogotá;17;1;1;1
23/02/2021 15:13;Bogotá - Bogotá;28;2;1;2
28/09/2020 15:29;Bogotá - Bogotá;18;1;1;1
8/11/2021 15:45;Bogotá - Bogotá;1;2;1;2
28/09/2021 14:46;Bogotá - Bogotá;20;2;1;2
15/02/2023 12:46;Bogotá - Bogotá;27;1;1;1
28/10/2022 7:32;Bogotá - Bogotá;30;1;1;1
23/03/2021 14:59;Bogotá - Bogotá;31;2;1;2
29/11/2021 14:53;Bogotá - Bogotá;2;1;1;1
14/03/2022 8:55;Bogotá - Bogotá;18;1;1;1
24/06/2021 14:05;Bogotá - Bogotá;11;1;1;1
8/11/2022 12:39;Bogotá - Bogotá;15;1;1;1
18/08/2021 15:03;Bogotá - Bogotá;9;1;1;1
30/08/2023 16:43;Bogotá - Bogotá;44;1;1;1
9/12/2022 15:29;Bogotá - Bogotá;32;1;1;1
3/02/2021 19:43;Bogotá - Bogotá;30;1;1;1
17/04/2023 16:01;Bogotá - Bogotá;18;1;1;1
3/12/2019 8:28;Bogotá - Bogotá;2;2;1;2
22/07/2022 18:25;Bogotá - Bogotá;22;1;1;1
24/02/2020 9:29;Bogotá - Bogotá;39;2;1;2
20/02/2020 13:47;Bogotá - Bogotá;12;2;1;2
26/04/2021 16:47;Bogotá - Bogotá;22;2;1;2
20/01/2023 10:36;Bogotá - Bogotá;31;1;1;1
13/05/2022 14:59;Bogotá - Bogotá;23;2;1;2
21/06/2021 22:05;Bogotá - Bogotá;24;2;1;2
5/12/2019 11:50;Bogotá - Bogotá;38;2;1;2
27/05/2021 7:13;Bogotá - Bogotá;18;2;1;2
29/10/2019 15:42;Bogotá - Bogotá;41;2;1;2
6/04/2020 19:16;Bogotá - Bogotá;22;1;1;1
19/11/2019 17:09;Bogotá - Bogotá;5;2;1;2
29/10/2022 9:45;Bogotá - Bogotá;34;1;1;1
22/01/2021 13:07;Bogotá - Bogotá;23;2;1;2
6/02/2023 8:35;Bogotá - Bogotá;13;1;1;2
8/08/2022 18:09;Bogotá - Bogotá;15;2;1;2
31/03/2021 15:44;Bogotá - Bogotá;21;2;1;2
13/04/2021 12:13;Bogotá - Bogotá;36;1;1;1
20/10/2022 8:21;Bogotá - Bogotá;3;2;1;2
18/11/2019 12:36;Bogotá - Bogotá;9;2;1;2
10/08/2021 20:46;Bogotá - Bogotá;2;1;1;1
7/10/2020 18:56;Bogotá - Bogotá;24;2;1;2
16/12/2019 14:26;Bogotá - Bogotá;10;2;1;2
8/12/2021 14:20;Bogotá - Bogotá;5;2;1;2
